total_return,annualized_return,sharpe,max_drawdown,calmar,win_rate,win_loss_ratio,number_of_transactions,average_holding_hours,average_profit_loss_per_transaction
0.3869347963486163,0.19520432923526532,2.288559600683051,-0.04037839938357446,4.834375116777723,0.48679060665362034,1.782058469305413,2044,150.57303489889105,0.005778396220995199
