timestamp,portfolio_equity
2023-05-29,1.3021029111868763
2023-05-30,1.3034415483544708
2023-05-31,1.299040719917549
2023-06-01,1.2991331039989502
2023-06-02,1.2966919658653477
2023-06-05,1.2916643785466702
2023-06-06,1.2936509524836137
2023-06-07,1.2919299498245589
2023-06-08,1.293245065411154
2023-06-09,1.2920127335899954
2023-06-12,1.2932713781146115
2023-06-13,1.2943458873887714
2023-06-14,1.2943104797758234
2023-06-15,1.3004311432636617
2023-06-16,1.300958853104113
2023-06-19,1.3066707583147492
2023-06-20,1.303679235660194
2023-06-21,1.3032740956713442
2023-06-26,1.3026308794643668
2023-06-27,1.301352969353775
2023-06-28,1.2986363436129136
2023-06-29,1.3006825124803423
2023-06-30,1.2974129393239846
2023-07-03,1.2947887411328118
2023-07-04,1.302605475401806
2023-07-05,1.302413604615856
2023-07-06,1.3015921535919077
2023-07-07,1.3034551292099947
2023-07-10,1.3030929947409993
2023-07-11,1.3096647391007619
2023-07-12,1.312043591808513
2023-07-13,1.3181703956937187
2023-07-14,1.320882554857759
2023-07-17,1.3140806327561696
2023-07-18,1.314931724402017
2023-07-19,1.3190667275389432
2023-07-20,1.3225094193268652
2023-07-21,1.3215629444577313
2023-07-24,1.3221509559812799
2023-07-25,1.322986233981239
2023-07-26,1.3284742292031078
2023-07-27,1.32901592789698
2023-07-28,1.3298845933263483
2023-07-31,1.3310125924405032
2023-08-01,1.3336950052192376
2023-08-02,1.335693772299716
2023-08-03,1.3285793625071998
2023-08-04,1.3308284894343223
2023-08-07,1.3282370922597428
2023-08-08,1.3285328200358846
2023-08-09,1.3331635195237839
2023-08-10,1.3303628231746953
2023-08-11,1.3338819249018248
2023-08-14,1.3355928850656205
2023-08-15,1.3392885488409783
2023-08-16,1.3373978765085774
2023-08-17,1.3403522602285423
2023-08-18,1.3425918552067468
2023-08-21,1.3368426754718654
2023-08-22,1.3474666439825522
2023-08-23,1.3478624520859455
2023-08-24,1.3496736963266225
2023-08-25,1.3505641808130504
2023-08-28,1.35343005676367
2023-08-29,1.3503413675509464
2023-08-30,1.3521185391955783
2023-08-31,1.3572814050999196
2023-09-01,1.355001261283962
2023-09-04,1.368830316668062
2023-09-05,1.3643214451289174
2023-09-06,1.3689072809881964
2023-09-07,1.3612884789035877
2023-09-08,1.3615186354333184
2023-09-11,1.3611231131901933
2023-09-12,1.361358918707514
2023-09-13,1.3657731830530195
2023-09-14,1.3702188136483715
2023-09-15,1.370675285400406
2023-09-18,1.364311500804475
2023-09-19,1.369130519565802
2023-09-20,1.3704629340653927
2023-09-21,1.3667714706499978
2023-09-22,1.368201934406712
2023-09-25,1.3639025141459262
2023-09-26,1.3687664867288365
2023-09-27,1.3715393821009043
2023-09-28,1.3699959155770662
2023-10-09,1.3708748277494651
2023-10-10,1.367593053599523
2023-10-11,1.3764503663593268
2023-10-12,1.3794944067771566
2023-10-13,1.3757174802245127
2023-10-16,1.3673964687243116
2023-10-17,1.368088674164386
2023-10-18,1.3673391610365164
2023-10-19,1.3660578533143548
2023-10-20,1.3658168004098163
2023-10-23,1.365668124393692
2023-10-24,1.3662584826065305
2023-10-25,1.3637946427242915
2023-10-26,1.3647769000447927
2023-10-27,1.3617042290639365
2023-10-30,1.3604199272188986
2023-10-31,1.3596733588217258
2023-11-01,1.3605860506091414
2023-11-02,1.3604089408993705
2023-11-03,1.3607750548952586
2023-11-06,1.3628951431150336
2023-11-07,1.363933554018958
2023-11-08,1.3674830857539932
2023-11-09,1.3674846169575345
2023-11-10,1.371652607204107
2023-11-13,1.3712810843989904
2023-11-14,1.3664247163080314
2023-11-15,1.3690918979566857
2023-11-16,1.3669653093242506
2023-11-17,1.3684575267871868
2023-11-20,1.3665355186949897
2023-11-21,1.367646780641237
2023-11-22,1.3693466226910807
2023-11-23,1.3763354102749124
2023-11-24,1.3736846544598935
2023-11-27,1.374130097115512
2023-11-28,1.3811109978711684
2023-11-29,1.3788185600637286
2023-11-30,1.3823536044813236
2023-12-01,1.3831338436273166
2023-12-04,1.3941810448867022
2023-12-05,1.3943420187707702
2023-12-06,1.3971079717000248
2023-12-07,1.4007491213109324
2023-12-08,1.396522782222522
2023-12-11,1.3927316992829035
2023-12-12,1.3926347990888548
2023-12-13,1.389710849161732
2023-12-14,1.3889235268116897
2023-12-15,1.3880499596612685
2023-12-18,1.387724719921421
2023-12-19,1.3870953902869259
2023-12-20,1.387494962053984
2023-12-21,1.3898380261217858
2023-12-22,1.3872200703283557
2023-12-25,1.3905498756347128
2023-12-26,1.3878484332673475
2023-12-27,1.385877734091747
2023-12-28,1.3909021558424277
2023-12-29,1.3869347963486163
