symbol,direction,entry_time,exit_time,entry_price,exit_price,gross_return,net_return,holding_hours
SC,short,2022-04-25 13:30:00,2022-04-27 13:30:00,396.94445851518105,409.03103761812196,-0.0304490435466771,-0.030849043546677102,48.0
SC,long,2022-05-05 13:30:00,2022-05-10 00:01:00,429.22964131425096,418.494088769692,-0.025011209644534294,-0.025411209644534295,106.51666666666667
SC,short,2022-05-11 00:01:00,2022-05-12 00:01:00,402.4123944123267,422.4601773824759,-0.049818999733908464,-0.05021899973390846,24.0
SC,long,2022-05-16 09:00:00,2022-05-19 00:01:00,435.3771597768654,422.1640201152251,-0.03034872033345104,-0.03074872033345104,63.016666666666666
SC,short,2022-05-24 21:00:00,2022-05-25 13:30:00,432.26562620883254,435.5405611424002,-0.007576209476312767,-0.007976209476312767,16.5
SC,long,2022-05-26 13:30:00,2022-06-01 09:00:00,437.8164785405428,450.3677323989569,0.028667842517608344,0.028267842517608343,139.5
SC,long,2022-06-08 09:00:00,2022-06-13 00:01:00,464.2221196221772,462.889182098484,-0.0028713356545312374,-0.0032713356545312376,111.01666666666667
SC,long,2022-06-15 00:01:00,2022-06-16 00:01:00,476.7424435148636,459.6301685305364,-0.03589417140660711,-0.03629417140660711,24.0
SC,short,2022-06-17 00:01:00,2022-06-22 00:01:00,446.44608607053345,436.10464275850836,0.023163924233375988,0.022763924233375987,120.0
SC,short,2022-06-22 21:00:00,2022-06-27 13:30:00,436.72426139618074,427.01558300146274,0.02223068249902105,0.021830682499021047,112.5
SC,long,2022-06-29 09:00:00,2022-06-30 21:00:00,449.7448236433494,455.4848093811051,0.012762761094739172,0.012362761094739173,36.0
SC,short,2022-07-01 21:00:00,2022-07-04 21:00:00,443.20442090548005,437.2259449172755,0.013489206574226698,0.013089206574226698,72.0
SC,short,2022-07-06 00:01:00,2022-07-08 00:01:00,413.77933117858896,417.35229363067185,-0.008634946656000952,-0.009034946656000952,48.0
SC,short,2022-07-13 09:00:00,2022-07-18 13:30:00,390.02971382997276,403.7209261831556,-0.03510299822733831,-0.03550299822733831,124.5
SC,short,2022-07-25 13:30:00,2022-07-26 13:30:00,397.76010132400955,422.1173642351461,-0.061236063722981404,-0.0616360637229814,24.0
SC,long,2022-07-26 13:30:00,2022-08-02 00:01:00,422.1173642351461,420.3054074643705,-0.004292542606151195,-0.004692542606151195,154.51666666666668
SC,short,2022-08-04 21:00:00,2022-08-08 13:30:00,430.11363100115113,412.6556435338084,0.04058924481585657,0.040189244815856576,88.5
SC,long,2022-08-10 09:00:00,2022-08-15 13:30:00,419.18065440244186,430.2924271836329,0.026508314886409368,0.026108314886409367,124.5
SC,long,2022-08-18 21:00:00,2022-08-29 00:01:00,429.1834932598008,468.42298767605234,0.09142824696777985,0.09102824696777985,243.01666666666668
SC,short,2022-09-01 21:00:00,2022-09-05 13:30:00,456.55380845068413,453.0544752093708,0.007664667727092844,0.007264667727092844,88.5
SC,short,2022-09-07 13:30:00,2022-09-13 13:30:00,441.0909528635602,452.87127035915717,-0.026707229924166853,-0.027107229924166854,144.0
SC,long,2022-09-15 09:00:00,2022-09-19 00:01:00,463.259183684631,452.86357632785774,-0.02244015385532039,-0.02284015385532039,87.01666666666667
SC,short,2022-09-26 00:01:00,2022-09-29 00:01:00,437.4479610942657,436.0060640157397,0.003296156815816742,0.002896156815816742,72.0
SC,long,2022-10-10 13:30:00,2022-10-12 13:30:00,484.8905632420366,475.1597461168423,-0.020068068679524043,-0.020468068679524044,48.0
SC,long,2022-10-25 13:30:00,2022-11-09 00:01:00,475.45088764502776,498.80693031976676,0.04912398584515132,0.04872398584515132,346.51666666666665
SC,short,2022-11-10 13:30:00,2022-11-14 00:01:00,473.49076572221077,480.1866591058722,-0.014141550096437916,-0.014541550096437915,82.51666666666667
SC,short,2022-11-14 21:00:00,2022-11-23 00:01:00,479.4045576998555,428.9980152717686,0.10514406177098823,0.10474406177098823,195.01666666666668
SC,short,2022-11-24 21:00:00,2022-11-29 13:30:00,416.2481177538146,414.5094023136514,0.004177113039082969,0.003777113039082969,112.5
SC,short,2022-12-05 09:00:00,2022-12-13 00:01:00,408.800749453906,364.4248264491241,0.1085514717476942,0.1081514717476942,183.01666666666668
SC,long,2022-12-21 13:30:00,2022-12-29 00:01:00,378.54757106202845,385.0680197504767,0.017224912235349832,0.01682491223534983,178.51666666666668
SC,short,2023-01-05 00:01:00,2023-01-12 09:00:00,364.8688274045336,370.79555265457975,-0.016243440943435772,-0.016643440943435773,176.98333333333332
SC,long,2023-01-16 09:00:00,2023-01-31 09:00:00,378.9622572118788,380.66011678720076,0.0044802867383511025,0.004080286738351102,360.0
SC,short,2023-02-02 09:00:00,2023-02-06 00:01:00,373.15557746427737,376.239680835968,-0.008264926368374725,-0.008664926368374725,87.01666666666667
SC,short,2023-02-06 09:00:00,2023-02-08 09:00:00,361.29690653388155,379.3167949904605,-0.049875568073509235,-0.05027556807350923,48.0
SC,long,2023-02-09 13:30:00,2023-02-13 00:00:00,385.5400958827117,388.0999596123482,0.006639682245696443,0.006239682245696443,82.5
SC,long,2023-02-13 00:01:00,2023-02-16 00:01:00,388.1216397558986,388.28073623173145,0.0004099139536071217,9.913953607121665e-06,72.0
SC,long,2023-02-16 13:30:00,2023-02-20 00:01:00,399.29437417444376,383.8918603506706,-0.0385743321718931,-0.0389743321718931,82.51666666666667
SC,short,2023-02-21 21:00:00,2023-02-24 21:00:00,387.18740585024534,374.8319965266852,0.031910669450697204,0.03151066945069721,72.0
SC,long,2023-03-01 13:30:00,2023-03-08 09:00:00,387.9435332601492,393.6918834970686,0.014817492093790463,0.014417492093790464,163.5
SC,short,2023-03-10 13:30:00,2023-03-22 00:01:00,380.64159828691334,345.5631916700317,0.09215599864742274,0.09175599864742275,274.51666666666665
SC,long,2023-03-29 00:01:00,2023-04-11 00:01:00,363.67636694451664,403.71428578376384,0.1100921656681515,0.1096921656681515,312.0
SC,long,2023-04-12 09:00:00,2023-04-18 00:01:00,409.92349681068623,407.29953072278533,-0.006401111691123007,-0.006801111691123007,135.01666666666668
SC,short,2023-04-20 13:30:00,2023-04-25 00:01:00,394.13456506817903,396.4111574972708,-0.005776180601409386,-0.0061761806014093866,106.51666666666667
SC,short,2023-04-26 00:01:00,2023-05-08 09:00:00,386.324842506195,355.0225027150391,0.08102595626025255,0.08062595626025255,296.98333333333335
SC,short,2023-05-12 00:01:00,2023-05-16 00:01:00,351.98829433859856,352.7305251428704,-0.002108680362983506,-0.002508680362983506,96.0
SC,long,2023-05-19 21:00:00,2023-05-22 00:00:00,356.867806871894,356.0910531976293,-0.0021765865659704176,-0.0025765865659704177,51.0
SC,long,2023-05-24 13:30:00,2023-05-26 00:01:00,364.420819197347,357.06185020301535,-0.02019360203003795,-0.02059360203003795,34.516666666666666
SC,long,2023-05-30 09:00:00,2023-05-31 00:01:00,368.400966300422,351.8745868538141,-0.044859761396855435,-0.04525976139685543,15.016666666666667
SC,short,2023-05-31 13:30:00,2023-06-02 00:01:00,348.5548935449902,357.35355277064247,-0.025243252608406097,-0.025643252608406098,34.516666666666666
SC,long,2023-06-05 21:00:00,2023-06-07 13:30:00,361.69191812690167,361.4395364410176,-0.0006977808273712638,-0.0010977808273712638,40.5
SC,long,2023-06-08 00:01:00,2023-06-09 00:01:00,371.7555555509874,358.00297976328693,-0.03699359856860107,-0.03739359856860107,24.0
SC,short,2023-06-13 00:01:00,2023-06-14 13:30:00,351.7187215480909,362.8438757664366,-0.0316308275242736,-0.032030827524273595,37.483333333333334
SC,long,2023-06-16 13:30:00,2023-06-28 00:01:00,365.9766084358852,368.9622340621177,0.008157968453209374,0.007757968453209374,274.51666666666665
SC,long,2023-06-30 09:00:00,2023-07-10 00:00:00,375.8326234564863,389.5493403968364,0.03649687675912516,0.036096876759125165,231.0
SC,long,2023-07-10 09:00:00,2023-07-17 09:00:00,392.0185430437292,396.0292774445971,0.010230981345238366,0.009830981345238366,168.0
SC,long,2023-07-20 00:01:00,2023-07-24 00:00:00,406.65812729040437,406.1785820240068,-0.001179234433583809,-0.001579234433583809,95.98333333333333
